VID,AdvNet,AnonPaymnt,AttSpam,ChildPriv,IPResell,DirMark,Card#Stolen,Unlisted#Phone,ConcerSec,ConcerSecEcom,InfImprovSite,IntPrivLaws,IntShop#LifeEasy,MassMails,AssumeAliases,SpamPolicy,PrivCom,SecAFactor,UseDemoOther,UserContDemo,ValueAnon,Important,Will#Charge
1091,ASOME,NEITHER,Delete,ASTRON,DSOME,ASTRON,Yes,No,Somewhat,Alittle,ASOME,ASOME,Yes,DSOME,ASTRON,Registry,ASTRON,Significant,ASOME,ASOME,ASTRON,Convenience,Yes
1092,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,NEITHER,Nothing,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1093,DSTRON,NEITHER,Reply,NEITHER,DSTRON,DSTRON,No,No,Very,Very,NEITHER,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1094,DSTRON,ASTRON,?,ASTRON,DSTRON,DSTRON,No,No,Somewhat,Alittle,DSTRON,ASOME,Yes,DSTRON,ASTRON,?,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1095,DSTRON,NEITHER,Delete,ASOME,DSTRON,NEITHER,No,Yes,Very,Very,ASOME,ASTRON,Yes,NEITHER,DSOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1096,NEITHER,ASOME,Delete,NEITHER,ASOME,ASOME,No,No,Somewhat,Alittle,ASOME,NEITHER,Yes,ASOME,ASOME,Fee,ASOME,Small,ASOME,NEITHER,ASOME,Convenience,Yes
1097,ASOME,?,Delete,DSTRON,ASOME,DSOME,No,No,Somewhat,Somewhat,ASOME,DSTRON,Yes,DSTRON,ASOME,?,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Convenience,Yes
1098,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1099,DSTRON,ASOME,Delete,DSTRON,DSTRON,DSOME,No,No,Alittle,NotAtAll,DSOME,ASTRON,Yes,DSTRON,ASTRON,Other,ASOME,Significant,DSTRON,ASOME,ASTRON,Privacy,Yes
1100,DSTRON,?,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Somewhat,Alittle,DSTRON,NEITHER,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Small,DSTRON,ASTRON,ASTRON,Privacy,Yes
1101,ASOME,ASOME,Other,ASTRON,ASOME,DSOME,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,NEITHER,DSOME,ASTRON,Privacy,No
1102,DSTRON,ASOME,Retaliate,?,DSTRON,DSOME,No,No,Very,Somewhat,DSOME,ASTRON,Yes,DSOME,ASTRON,Fee,ASTRON,None,DSTRON,ASTRON,ASTRON,Privacy,Yes
1103,DSTRON,?,Delete,DSOME,DSTRON,DSTRON,No,Yes,Very,Somewhat,NEITHER,ASTRON,Yes,DSTRON,ASOME,Nothing,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1104,DSTRON,NEITHER,Reply,DSTRON,DSTRON,DSTRON,No,No,Very,Somewhat,DSOME,NEITHER,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1105,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1106,DSOME,?,Reply,ASOME,DSTRON,?,No,No,Alittle,Alittle,ASOME,ASTRON,Yes,DSOME,DSOME,?,ASTRON,Significant,DSOME,ASTRON,ASOME,Privacy,Yes
1107,NEITHER,NEITHER,Delete,ASOME,ASOME,ASOME,No,No,Somewhat,Very,ASOME,ASOME,Yes,NEITHER,ASOME,Fee,ASTRON,Deciding,ASOME,ASOME,NEITHER,Privacy,Yes
1108,DSOME,DSOME,Delete,ASTRON,DSOME,DSOME,Yes,No,Alittle,Alittle,ASOME,DSOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Small,NEITHER,ASTRON,ASTRON,Convenience,Yes
1109,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,DSTRON,No,DSTRON,NEITHER,Registry,ASTRON,None,DSTRON,ASTRON,ASTRON,Privacy,No
1110,DSTRON,ASOME,Delete,ASTRON,DSTRON,ASOME,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,DSTRON,ASOME,ASTRON,Privacy,Yes
1111,DSTRON,DSTRON,Delete,DSOME,DSTRON,DSTRON,No,No,Very,Somewhat,DSTRON,ASTRON,No,DSTRON,DSOME,GovControl,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
1112,DSTRON,ASOME,Delete,ASTRON,ASOME,NEITHER,No,No,Alittle,Alittle,ASTRON,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,ASOME,ASOME,ASTRON,Convenience,Yes
1113,DSOME,ASTRON,?,DSTRON,DSTRON,DSTRON,Yes,No,Very,Very,ASTRON,DSTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
1114,DSTRON,NEITHER,?,ASOME,DSOME,DSOME,No,No,Very,Somewhat,ASOME,DSOME,Yes,?,DSTRON,Other,ASTRON,Small,NEITHER,ASTRON,ASTRON,Privacy,Yes
1115,DSTRON,ASTRON,Reply,ASTRON,DSTRON,DSTRON,No,No,Very,Very,NEITHER,ASTRON,Yes,DSTRON,ASTRON,?,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,No
1116,ASTRON,NEITHER,Delete,ASTRON,DSOME,DSTRON,No,No,Alittle,Alittle,ASTRON,ASOME,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
1117,DSTRON,ASTRON,Retaliate,ASTRON,DSTRON,DSTRON,No,No,Somewhat,Somewhat,DSTRON,ASOME,Yes,DSTRON,ASTRON,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1118,DSTRON,NEITHER,Reply,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,NEITHER,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
1119,DSTRON,ASTRON,Other,ASTRON,DSTRON,NEITHER,Yes,Yes,Very,Somewhat,DSOME,ASOME,Yes,DSTRON,ASOME,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1120,DSTRON,ASTRON,Retaliate,ASOME,DSTRON,DSOME,No,No,Very,Somewhat,NEITHER,ASOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1121,DSTRON,?,Delete,NEITHER,DSOME,DSOME,No,No,Somewhat,Very,ASOME,NEITHER,No,DSOME,NEITHER,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1122,DSTRON,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Alittle,Somewhat,DSTRON,ASTRON,No,DSTRON,DSTRON,GovControl,ASTRON,Small,DSTRON,ASTRON,ASTRON,Convenience,Yes
1123,DSTRON,ASTRON,Delete,ASTRON,DSOME,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,DSOME,Registry,ASTRON,Significant,ASTRON,ASTRON,ASTRON,Privacy,Yes
1124,DSOME,ASOME,Delete,ASTRON,ASOME,ASOME,No,No,Alittle,Very,ASOME,DSOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,ASOME,ASTRON,ASTRON,Convenience,Yes
1125,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,No,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
1126,DSOME,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSOME,ASOME,ASOME,Privacy,Yes
1127,DSTRON,ASOME,Reply,NEITHER,DSTRON,DSTRON,No,No,Very,Very,DSOME,ASOME,Yes,DSTRON,NEITHER,GovControl,NEITHER,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
1128,DSTRON,?,Delete,DSOME,DSTRON,DSTRON,No,Yes,Very,Somewhat,DSTRON,ASTRON,No,DSTRON,ASOME,Blacklist,ASTRON,Small,DSTRON,ASTRON,ASTRON,Privacy,Yes
1129,DSTRON,NEITHER,Delete,DSOME,DSOME,NEITHER,No,No,Very,Very,ASOME,NEITHER,Yes,DSOME,ASOME,Blacklist,ASOME,Significant,DSOME,NEITHER,ASOME,Convenience,Yes
1130,DSTRON,NEITHER,?,ASTRON,NEITHER,DSTRON,No,No,Somewhat,Alittle,DSOME,ASTRON,No,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSOME,NEITHER,ASTRON,Privacy,Yes
1131,DSTRON,NEITHER,?,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Very,DSTRON,DSOME,Yes,DSTRON,NEITHER,?,ASTRON,Significant,DSTRON,ASOME,ASOME,Privacy,Yes
1132,DSTRON,ASTRON,Retaliate,DSTRON,DSTRON,ASOME,Yes,No,Very,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1133,DSOME,ASOME,Reply,NEITHER,NEITHER,ASOME,No,No,Alittle,Alittle,ASTRON,NEITHER,Yes,DSTRON,ASOME,GovControl,ASTRON,Small,NEITHER,ASTRON,ASTRON,Convenience,Yes
1134,ASTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASTRON,No,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,No
1135,DSOME,ASOME,Delete,ASOME,DSOME,ASOME,No,No,Somewhat,Very,DSOME,ASOME,Yes,DSOME,NEITHER,Nothing,DSOME,Significant,ASOME,ASOME,ASTRON,Convenience,Yes
1136,NEITHER,?,Delete,ASTRON,DSTRON,DSTRON,No,No,Somewhat,Somewhat,ASOME,ASTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Small,DSTRON,ASTRON,ASOME,Privacy,Yes
1137,DSOME,?,Delete,ASOME,DSTRON,ASOME,No,No,Very,Very,DSOME,ASOME,Yes,DSTRON,ASOME,Registry,ASOME,Significant,ASOME,ASOME,ASTRON,Privacy,Yes
1138,DSTRON,NEITHER,Reply,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASOME,No,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASOME,ASTRON,Privacy,Yes
1139,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Somewhat,Very,DSOME,?,No,DSTRON,DSTRON,GovControl,NEITHER,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1140,DSTRON,ASTRON,Read,ASTRON,DSTRON,ASOME,No,No,Somewhat,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,No
1141,DSTRON,NEITHER,Delete,DSTRON,NEITHER,NEITHER,No,No,NotAtAll,NotAtAll,NEITHER,DSTRON,Yes,DSOME,ASOME,?,ASTRON,Significant,NEITHER,ASTRON,ASTRON,Privacy,Yes
1142,NEITHER,ASOME,Delete,ASTRON,DSTRON,DSTRON,No,No,Somewhat,Very,DSOME,DSOME,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Significant,DSTRON,ASOME,ASTRON,Privacy,Yes
1143,DSTRON,ASOME,Delete,NEITHER,DSTRON,DSTRON,No,Yes,Very,Very,DSOME,DSOME,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
1144,DSOME,ASTRON,Delete,ASOME,DSOME,DSTRON,No,No,Very,Very,ASOME,ASOME,No,DSTRON,ASOME,Blacklist,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,No
1145,DSTRON,?,Delete,DSOME,DSTRON,NEITHER,No,No,NotAtAll,Very,DSTRON,DSTRON,No,NEITHER,?,Nothing,ASOME,None,DSTRON,ASTRON,NEITHER,Convenience,No
1146,DSTRON,ASTRON,Delete,ASTRON,NEITHER,DSTRON,Yes,No,Somewhat,Very,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,NEITHER,ASTRON,ASTRON,Privacy,Yes
1147,DSTRON,ASTRON,Reply,ASOME,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,?,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1148,DSOME,NEITHER,Delete,NEITHER,DSTRON,ASOME,No,No,Very,Somewhat,ASOME,ASOME,Yes,DSTRON,NEITHER,Registry,ASOME,Significant,DSOME,ASOME,NEITHER,Privacy,Yes
1149,DSOME,ASOME,Delete,DSTRON,DSTRON,DSOME,No,No,Somewhat,Alittle,ASTRON,ASTRON,Yes,DSTRON,DSOME,Fee,DSOME,Small,DSTRON,ASOME,ASTRON,Convenience,Yes
1150,DSTRON,?,Delete,DSTRON,DSTRON,DSTRON,No,No,Very,Very,DSOME,NEITHER,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
1151,NEITHER,NEITHER,Delete,ASTRON,DSTRON,NEITHER,Yes,Yes,Alittle,Very,ASOME,ASTRON,No,DSOME,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,No
1152,DSTRON,ASOME,Retaliate,ASOME,DSTRON,DSOME,No,No,Very,Very,NEITHER,ASTRON,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1153,DSTRON,ASTRON,Other,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASTRON,No,ASTRON,NEITHER,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1154,DSTRON,?,Delete,ASTRON,DSOME,DSTRON,No,No,Somewhat,Very,ASOME,ASOME,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
1155,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASTRON,Yes,DSTRON,NEITHER,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
1156,DSTRON,ASOME,Delete,?,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,ASTRON,Yes,DSTRON,?,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1157,DSTRON,?,Delete,ASOME,DSTRON,DSTRON,Yes,No,Very,Somewhat,DSOME,ASOME,No,DSTRON,ASOME,Blacklist,ASTRON,Significant,NEITHER,ASTRON,ASTRON,Privacy,Yes
1158,DSTRON,?,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,ASTRON,ASTRON,Yes,DSTRON,?,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
1159,DSTRON,NEITHER,Other,NEITHER,NEITHER,DSOME,No,Yes,Very,Very,NEITHER,ASOME,Yes,DSTRON,ASOME,Other,ASTRON,Deciding,DSOME,NEITHER,ASTRON,Privacy,No
1160,DSTRON,?,Delete,DSTRON,DSTRON,DSTRON,No,No,Very,Somewhat,ASOME,ASOME,Yes,DSTRON,ASTRON,Registry,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1161,DSTRON,DSOME,Delete,ASTRON,DSOME,ASOME,No,No,Somewhat,Somewhat,ASOME,DSTRON,Yes,DSOME,ASTRON,Registry,ASTRON,Significant,ASTRON,ASOME,ASTRON,Convenience,Yes
1162,DSTRON,ASOME,Reply,NEITHER,ASOME,DSOME,No,No,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSOME,ASOME,ASTRON,Privacy,Yes
1163,NEITHER,NEITHER,Delete,ASOME,DSTRON,NEITHER,No,No,Somewhat,Somewhat,ASOME,ASTRON,Yes,DSTRON,NEITHER,Blacklist,ASOME,Significant,NEITHER,ASTRON,NEITHER,Convenience,Yes
1164,NEITHER,ASTRON,Delete,ASTRON,DSTRON,NEITHER,No,Yes,ShouldButNo,Very,ASTRON,ASTRON,Yes,DSOME,ASOME,Registry,ASTRON,Significant,ASOME,ASTRON,ASTRON,Convenience,Yes
1165,?,?,Read,DSTRON,?,ASTRON,No,No,Alittle,Alittle,ASTRON,ASTRON,Yes,?,ASTRON,Nothing,ASTRON,None,ASTRON,?,ASTRON,Convenience,Yes
1166,DSTRON,ASOME,Other,DSOME,DSOME,DSOME,No,No,Somewhat,Somewhat,DSOME,DSOME,Yes,DSOME,ASOME,Other,ASTRON,Significant,DSOME,ASOME,ASTRON,Privacy,Yes
1167,ASOME,?,Delete,ASOME,ASOME,ASTRON,No,Yes,NotAtAll,Very,NEITHER,ASTRON,Yes,NEITHER,NEITHER,Blacklist,NEITHER,Deciding,ASOME,ASTRON,NEITHER,Convenience,No
1168,DSTRON,ASOME,Delete,ASOME,DSTRON,DSTRON,No,Yes,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,Other,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,No
1169,NEITHER,ASTRON,Delete,ASTRON,DSTRON,ASOME,No,Yes,Alittle,Alittle,DSTRON,DSOME,Yes,DSTRON,ASTRON,Other,ASTRON,Deciding,ASOME,ASTRON,ASTRON,Privacy,Yes
1170,DSOME,ASOME,Other,DSTRON,ASOME,DSTRON,No,No,Somewhat,Somewhat,ASOME,ASOME,No,DSTRON,ASOME,Registry,ASTRON,Significant,ASOME,ASTRON,ASOME,Privacy,Yes
1171,DSOME,ASOME,Delete,NEITHER,DSOME,DSOME,Yes,No,Alittle,Alittle,DSOME,ASOME,Yes,DSOME,ASTRON,Blacklist,NEITHER,Significant,DSOME,ASTRON,ASTRON,Convenience,Yes
1172,DSOME,ASTRON,Delete,ASTRON,DSOME,DSOME,Yes,No,Very,Very,ASOME,NEITHER,Yes,DSOME,NEITHER,Registry,ASTRON,Deciding,DSOME,ASOME,ASTRON,Privacy,No
1173,DSOME,ASTRON,Delete,ASTRON,DSTRON,NEITHER,No,No,Somewhat,Somewhat,ASOME,ASTRON,Yes,NEITHER,DSOME,Other,ASTRON,Deciding,DSOME,ASTRON,ASOME,Privacy,No
1174,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Very,Somewhat,ASOME,ASTRON,Yes,DSTRON,ASTRON,Other,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1175,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,No,Somewhat,Somewhat,DSTRON,NEITHER,No,DSTRON,ASTRON,GovControl,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1176,DSOME,ASTRON,Retaliate,ASTRON,DSOME,NEITHER,No,No,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,No
1177,DSTRON,NEITHER,Delete,NEITHER,DSOME,DSTRON,No,No,Very,Very,?,?,Yes,DSTRON,ASTRON,Registry,NEITHER,Significant,DSTRON,ASTRON,NEITHER,Convenience,No
1178,DSTRON,ASTRON,Reply,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Fee,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Privacy,No
1179,DSTRON,NEITHER,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASTRON,Fee,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1180,DSTRON,?,Delete,ASTRON,DSTRON,DSTRON,Yes,No,Very,Very,ASOME,ASOME,Yes,DSTRON,ASTRON,Other,NEITHER,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1181,NEITHER,ASTRON,Delete,NEITHER,DSTRON,DSTRON,No,No,Somewhat,Very,NEITHER,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Convenience,No
1182,DSTRON,ASOME,Retaliate,NEITHER,DSTRON,DSOME,No,No,Somewhat,Very,DSTRON,ASOME,Yes,DSTRON,NEITHER,GovControl,ASTRON,Significant,DSTRON,ASTRON,ASTRON,Convenience,Yes
1183,DSTRON,ASOME,Delete,ASOME,DSTRON,NEITHER,No,No,Very,Very,ASOME,ASOME,Yes,NEITHER,ASOME,Registry,ASTRON,Deciding,DSOME,ASTRON,ASTRON,Privacy,Yes
1184,DSOME,ASOME,Reply,ASOME,DSOME,DSTRON,No,No,Very,Very,ASTRON,ASOME,Yes,DSTRON,NEITHER,Blacklist,ASTRON,Deciding,NEITHER,ASTRON,ASTRON,Privacy,Yes
1185,DSTRON,?,Reply,ASTRON,DSTRON,DSTRON,No,No,Very,Very,ASTRON,ASOME,Yes,DSOME,DSOME,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1186,DSTRON,ASTRON,Delete,DSOME,DSTRON,DSTRON,No,Yes,Very,Very,NEITHER,ASTRON,No,DSTRON,ASTRON,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1187,DSOME,ASTRON,Delete,?,DSOME,DSTRON,No,No,Somewhat,Very,DSOME,NEITHER,Yes,DSOME,NEITHER,GovControl,ASTRON,Small,DSTRON,ASOME,ASTRON,Privacy,Yes
1188,DSOME,NEITHER,Delete,ASTRON,DSTRON,NEITHER,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,DSOME,Registry,ASOME,Deciding,DSTRON,ASTRON,ASOME,Privacy,Yes
1189,DSOME,NEITHER,Delete,ASTRON,DSTRON,DSTRON,No,No,Alittle,Very,ASOME,ASOME,Yes,DSTRON,ASOME,?,ASOME,Significant,DSOME,ASOME,ASTRON,Privacy,Yes
1190,DSTRON,?,Other,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSOME,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1191,DSTRON,?,Read,DSTRON,DSTRON,DSTRON,No,No,Very,Very,DSTRON,ASTRON,Yes,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1192,DSTRON,ASTRON,Delete,ASOME,DSOME,DSTRON,No,No,Very,Alittle,DSOME,ASTRON,Yes,DSTRON,NEITHER,Registry,ASTRON,Significant,DSOME,ASTRON,ASTRON,Privacy,Yes
1193,DSTRON,NEITHER,Read,?,DSTRON,DSTRON,No,No,Very,Very,DSTRON,?,No,DSTRON,?,Registry,NEITHER,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1194,DSOME,NEITHER,Delete,NEITHER,DSTRON,DSTRON,No,Yes,Somewhat,Somewhat,ASOME,ASTRON,Yes,DSTRON,NEITHER,Fee,ASTRON,Significant,DSTRON,NEITHER,ASTRON,Privacy,Yes
1195,ASOME,ASOME,Reply,ASTRON,NEITHER,NEITHER,No,No,Somewhat,Somewhat,ASOME,ASOME,Yes,DSOME,ASTRON,Registry,ASTRON,Significant,ASOME,ASTRON,ASTRON,Privacy,Yes
1196,DSTRON,ASOME,Reply,ASOME,DSTRON,DSTRON,No,Yes,Very,Very,ASOME,ASTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1197,DSOME,ASOME,Delete,ASOME,DSOME,ASOME,No,No,Somewhat,Very,ASOME,DSTRON,Yes,DSOME,ASTRON,Fee,ASTRON,Deciding,DSOME,ASOME,ASTRON,Privacy,Yes
1198,DSOME,ASOME,Delete,NEITHER,ASOME,ASOME,No,No,Very,Very,ASOME,ASTRON,No,DSOME,?,?,ASTRON,Significant,ASOME,ASTRON,ASOME,Privacy,No
1199,DSTRON,ASTRON,Delete,ASOME,DSTRON,ASOME,No,No,Alittle,Alittle,ASOME,ASTRON,Yes,DSTRON,ASOME,GovControl,ASTRON,Significant,NEITHER,ASTRON,ASTRON,Privacy,Yes
1200,DSTRON,NEITHER,?,DSTRON,DSTRON,DSTRON,No,No,Very,Very,ASOME,NEITHER,Yes,DSTRON,NEITHER,Registry,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,No
1201,NEITHER,ASOME,Read,ASOME,NEITHER,ASOME,No,Yes,Alittle,Very,NEITHER,NEITHER,Yes,NEITHER,DSOME,Registry,ASOME,Deciding,ASOME,NEITHER,ASTRON,Privacy,No
1202,DSTRON,ASTRON,?,DSTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,DSTRON,Yes,DSTRON,ASTRON,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1203,DSTRON,NEITHER,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,DSTRON,Yes,DSTRON,ASTRON,Other,ASTRON,Small,DSTRON,ASTRON,ASTRON,Privacy,Yes
1204,DSTRON,ASTRON,Delete,ASTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSOME,ASOME,Yes,DSTRON,ASOME,Blacklist,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1205,DSTRON,NEITHER,Delete,NEITHER,DSOME,DSTRON,No,No,Very,Alittle,ASOME,ASOME,Yes,DSTRON,ASOME,Registry,ASTRON,Significant,DSTRON,ASTRON,ASOME,Privacy,Yes
1206,NEITHER,NEITHER,Delete,ASTRON,DSOME,ASOME,No,No,Very,Alittle,ASOME,ASTRON,Yes,DSTRON,ASOME,Fee,ASTRON,Small,NEITHER,ASOME,ASTRON,Privacy,Yes
1207,DSTRON,?,Delete,NEITHER,DSTRON,DSTRON,No,Yes,Very,Very,?,ASTRON,No,DSTRON,DSTRON,GovControl,ASTRON,Significant,DSTRON,ASOME,ASTRON,Privacy,No
1208,ASOME,?,Reply,ASTRON,DSTRON,DSTRON,Yes,No,Alittle,Alittle,ASOME,ASOME,Yes,DSTRON,ASTRON,Blacklist,ASOME,Small,DSTRON,ASTRON,ASOME,Privacy,Yes
1209,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Somewhat,Somewhat,ASTRON,DSTRON,Yes,DSTRON,ASTRON,Blacklist,ASOME,Significant,DSTRON,ASTRON,ASTRON,Privacy,Yes
1210,DSTRON,ASTRON,Delete,DSTRON,DSTRON,DSTRON,No,Yes,Very,Very,DSTRON,DSTRON,Yes,DSTRON,?,Other,ASTRON,Deciding,DSTRON,ASTRON,ASTRON,Privacy,Yes
1211,?,?,?,NEITHER,NEITHER,?,No,Yes,Very,Very,ASOME,?,Yes,DSTRON,?,?,NEITHER,Deciding,NEITHER,NEITHER,ASTRON,Privacy,No
